Achievement,Achievement_Priority,Client_Name_Pre,Client_Name,Client_Name_Post,Client_Name_Full,Client_Misc,Client_ID,Client_Order,Country,Location,Employer,Start_Date,End_Date,NDA,Project,Role,Role_Size,Role_Size,Task,Task_Priority,Tool,Tool_Type,Tool_Size
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Data Analyst,12,14,Data transformation. Data QA.,9,Presto,data,2
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Data Analyst,12,14,New financial tools design and development.,9,Hive,data,2
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Data Analyst,12,14,Data transformation. Data QA.,9,Hive,data,2
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Data Analyst,12,14,"Writing technical and business documentation, manuals, user guides.",10,Lucidchart,data,2
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Data Analyst,12,14,"Writing technical and business documentation, manuals, user guides.",10,Presto,data,2
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Data Analyst,12,14,"Writing technical and business documentation, manuals, user guides.",10,Hive,data,2
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,QA Engineer,2,10,Legacy financial tools enhancement and migration / rebuilding.,8,JavaScript,language,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,QA Engineer,2,10,New financial tools design and development.,9,JavaScript,language,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,QA Engineer,2,10,Data transformation. Data QA.,9,JavaScript,language,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,QA Engineer,2,10,"Writing technical and business documentation, manuals, user guides.",10,JavaScript,language,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Product Designer,9,12,Legacy financial tools enhancement and migration / rebuilding.,8,JavaScript,language,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Product Designer,9,12,New financial tools design and development.,9,JavaScript,language,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Product Designer,9,12,Data transformation. Data QA.,9,JavaScript,language,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Product Designer,9,12,"Writing technical and business documentation, manuals, user guides.",10,JavaScript,language,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Business Analyst,10,13,Legacy financial tools enhancement and migration / rebuilding.,8,JavaScript,language,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,BI Developer,10,13,Legacy financial tools enhancement and migration / rebuilding.,8,JavaScript,language,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Business Analyst,10,13,New financial tools design and development.,9,JavaScript,language,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Business Analyst,10,13,Data transformation. Data QA.,9,JavaScript,language,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,BI Developer,10,13,New financial tools design and development.,9,JavaScript,language,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,BI Developer,10,13,Data transformation. Data QA.,9,JavaScript,language,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Business Analyst,10,13,"Writing technical and business documentation, manuals, user guides.",10,JavaScript,language,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,BI Developer,10,13,"Writing technical and business documentation, manuals, user guides.",10,JavaScript,language,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Data Analyst,12,14,Legacy financial tools enhancement and migration / rebuilding.,8,JavaScript,language,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Data Analyst,12,14,New financial tools design and development.,9,JavaScript,language,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Data Analyst,12,14,Data transformation. Data QA.,9,JavaScript,language,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Data Analyst,12,14,"Writing technical and business documentation, manuals, user guides.",10,JavaScript,language,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,QA Engineer,2,10,Legacy financial tools enhancement and migration / rebuilding.,8,SQL,language,4
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,QA Engineer,2,10,New financial tools design and development.,9,SQL,language,4
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,QA Engineer,2,10,Data transformation. Data QA.,9,SQL,language,4
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,QA Engineer,2,10,"Writing technical and business documentation, manuals, user guides.",10,SQL,language,4
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Product Designer,9,12,Legacy financial tools enhancement and migration / rebuilding.,8,SQL,language,4
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Product Designer,9,12,New financial tools design and development.,9,SQL,language,4
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Product Designer,9,12,Data transformation. Data QA.,9,SQL,language,4
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Product Designer,9,12,"Writing technical and business documentation, manuals, user guides.",10,SQL,language,4
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Business Analyst,10,13,Legacy financial tools enhancement and migration / rebuilding.,8,SQL,language,4
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,BI Developer,10,13,Legacy financial tools enhancement and migration / rebuilding.,8,SQL,language,4
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Business Analyst,10,13,New financial tools design and development.,9,SQL,language,4
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Business Analyst,10,13,Data transformation. Data QA.,9,SQL,language,4
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,BI Developer,10,13,New financial tools design and development.,9,SQL,language,4
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,BI Developer,10,13,Data transformation. Data QA.,9,SQL,language,4
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Business Analyst,10,13,"Writing technical and business documentation, manuals, user guides.",10,SQL,language,4
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,BI Developer,10,13,"Writing technical and business documentation, manuals, user guides.",10,SQL,language,4
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Data Analyst,12,14,Legacy financial tools enhancement and migration / rebuilding.,8,SQL,language,4
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Data Analyst,12,14,New financial tools design and development.,9,SQL,language,4
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Data Analyst,12,14,Data transformation. Data QA.,9,SQL,language,4
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Data Analyst,12,14,"Writing technical and business documentation, manuals, user guides.",10,SQL,language,4
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,QA Engineer,2,10,Legacy financial tools enhancement and migration / rebuilding.,8,"Jira, Confluence, etc.",misc,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,QA Engineer,2,10,New financial tools design and development.,9,"Jira, Confluence, etc.",misc,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,QA Engineer,2,10,Data transformation. Data QA.,9,"Jira, Confluence, etc.",misc,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,QA Engineer,2,10,"Writing technical and business documentation, manuals, user guides.",10,"Jira, Confluence, etc.",misc,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Product Designer,9,12,Legacy financial tools enhancement and migration / rebuilding.,8,"Jira, Confluence, etc.",misc,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Product Designer,9,12,New financial tools design and development.,9,"Jira, Confluence, etc.",misc,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Product Designer,9,12,Data transformation. Data QA.,9,"Jira, Confluence, etc.",misc,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Product Designer,9,12,"Writing technical and business documentation, manuals, user guides.",10,"Jira, Confluence, etc.",misc,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Business Analyst,10,13,Legacy financial tools enhancement and migration / rebuilding.,8,"Jira, Confluence, etc.",misc,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,BI Developer,10,13,Legacy financial tools enhancement and migration / rebuilding.,8,"Jira, Confluence, etc.",misc,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Business Analyst,10,13,New financial tools design and development.,9,"Jira, Confluence, etc.",misc,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Business Analyst,10,13,Data transformation. Data QA.,9,"Jira, Confluence, etc.",misc,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,BI Developer,10,13,New financial tools design and development.,9,"Jira, Confluence, etc.",misc,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,BI Developer,10,13,Data transformation. Data QA.,9,"Jira, Confluence, etc.",misc,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Business Analyst,10,13,"Writing technical and business documentation, manuals, user guides.",10,"Jira, Confluence, etc.",misc,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,BI Developer,10,13,"Writing technical and business documentation, manuals, user guides.",10,"Jira, Confluence, etc.",misc,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Data Analyst,12,14,Legacy financial tools enhancement and migration / rebuilding.,8,"Jira, Confluence, etc.",misc,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Data Analyst,12,14,New financial tools design and development.,9,"Jira, Confluence, etc.",misc,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Data Analyst,12,14,Data transformation. Data QA.,9,"Jira, Confluence, etc.",misc,1
Greatly improved the overall quality of the Client's financial reporting capabilities and data.,10,,SaaS, company,SaaS company,,id_16,16,USA,San Francisco Bay Area,EPAM Systems,1/1/2021,12/1/2021,y,Corporate finance analytics,Data Analyst,12,14,"Writing technical and business documentation, manuals, user guides.",10,"Jira, Confluence, etc.",misc,1
,,various,,,various,,id_17,99,USA,San Francisco Bay Area,EPAM Systems,1/1/2022,6/1/2022,y,Presales consulting and prototyping,Consultant,7,11,"Prototyping, mockups / POC development.",10,MicroStrategy,BI,1
,,various,,,various,,id_17,99,USA,San Francisco Bay Area,EPAM Systems,1/1/2022,6/1/2022,y,Presales consulting and prototyping,Consultant,7,11,"Prototyping, mockups / POC development.",10,TIBCO Spotfire,BI,1
,,various,,,various,,id_17,99,USA,San Francisco Bay Area,EPAM Systems,1/1/2022,6/1/2022,y,Presales consulting and prototyping,Consultant,7,11,"Prototyping, mockups / POC development.",10,QlikView,BI,1
,,various,,,various,,id_17,99,USA,San Francisco Bay Area,EPAM Systems,1/1/2022,6/1/2022,y,Presales consulting and prototyping,Consultant,7,11,"Prototyping, mockups / POC development.",10,Tableau,BI,7
,,various,,,various,,id_17,99,USA,San Francisco Bay Area,EPAM Systems,1/1/2022,6/1/2022,y,Presales consulting and prototyping,BI Developer,10,13,"Prototyping, mockups / POC development.",10,MicroStrategy,BI,1
,,various,,,various,,id_17,99,USA,San Francisco Bay Area,EPAM Systems,1/1/2022,6/1/2022,y,Presales consulting and prototyping,BI Developer,10,13,"Prototyping, mockups / POC development.",10,TIBCO Spotfire,BI,1
,,various,,,various,,id_17,99,USA,San Francisco Bay Area,EPAM Systems,1/1/2022,6/1/2022,y,Presales consulting and prototyping,BI Developer,10,13,"Prototyping, mockups / POC development.",10,QlikView,BI,1
,,various,,,various,,id_17,99,USA,San Francisco Bay Area,EPAM Systems,1/1/2022,6/1/2022,y,Presales consulting and prototyping,BI Developer,10,13,"Prototyping, mockups / POC development.",10,Tableau,BI,7
,,various,,,various,,id_17,99,USA,San Francisco Bay Area,EPAM Systems,1/1/2022,6/1/2022,y,Presales consulting and prototyping,Product Designer,9,12,"Prototyping, mockups / POC development.",10,MicroStrategy,BI,1
,,various,,,various,,id_17,99,USA,San Francisco Bay Area,EPAM Systems,1/1/2022,6/1/2022,y,Presales consulting and prototyping,Product Designer,9,12,"Prototyping, mockups / POC development.",10,TIBCO Spotfire,BI,1
,,various,,,various,,id_17,99,USA,San Francisco Bay Area,EPAM Systems,1/1/2022,6/1/2022,y,Presales consulting and prototyping,Product Designer,9,12,"Prototyping, mockups / POC development.",10,QlikView,BI,1
,,various,,,various,,id_17,99,USA,San Francisco Bay Area,EPAM Systems,1/1/2022,6/1/2022,y,Presales consulting and prototyping,Product Designer,9,12,"Prototyping, mockups / POC development.",10,Tableau,BI,7
Migrated a large number of teams to a new centralized BI environment.,1,leading multinational,technology, company,leading multinational technology company,"""Big Five"" company",id_18,18,USA,San Francisco Bay Area,EPAM Systems,7/1/2022,11/1/2023,y,Hardware reliability testing analytics,Data Modeler,5,11,"New analytical framework implementation: data, tools, processes, communication.",8,Tableau,BI,7
Migrated a large number of teams to a new centralized BI environment.,1,leading multinational,technology, company,leading multinational technology company,"""Big Five"" company",id_18,18,USA,San Francisco Bay Area,EPAM Systems,7/1/2022,11/1/2023,y,Hardware reliability testing analytics,Data Modeler,5,11,"Analytical dashboards design, development, enhancement / customization.",8,Tableau,BI,7
Migrated a large number of teams to a new centralized BI environment.,1,leading multinational,technology, company,leading multinational technology company,"""Big Five"" company",id_18,18,USA,San Francisco Bay Area,EPAM Systems,7/1/2022,11/1/2023,y,Hardware reliability testing analytics,Data Modeler,5,11,Data transformation and modeling.,8,Tableau,BI,7
Migrated a large number of teams to a new centralized BI environment.,1,leading multinational,technology, company,leading multinational technology company,"""Big Five"" company",id_18,18,USA,San Francisco Bay Area,EPAM Systems,7/1/2022,11/1/2023,y,Hardware reliability testing analytics,Data Modeler,5,11,Data QA assurance: prioritizing and resolving data QA requests from a large number of teams.,9,Tableau,BI,7
Migrated a large number of teams to a new centralized BI environment.,1,leading multinational,technology, company,leading multinational technology company,"""Big Five"" company",id_18,18,USA,San Francisco Bay Area,EPAM Systems,7/1/2022,11/1/2023,y,Hardware reliability testing analytics,Data Modeler,5,11,Migration of a large number of analytical dashboards to a new server.,10,Tableau,BI,7
Migrated a large number of teams to a new centralized BI environment.,1,leading multinational,technology, company,leading multinational technology company,"""Big Five"" company",id_18,18,USA,San Francisco Bay Area,EPAM Systems,7/1/2022,11/1/2023,y,Hardware reliability testing analytics,Consultant,7,11,"New analytical framework implementation: data, tools, processes, communication.",8,Tableau,BI,7
Migrated a large number of teams to a new centralized BI environment.,1,leading multinational,technology, company,leading multinational technology company,"""Big Five"" company",id_18,18,USA,San Francisco Bay Area,EPAM Systems,7/1/2022,11/1/2023,y,Hardware reliability testing analytics,Consultant,7,11,"Analytical dashboards design, development, enhancement / customization.",8,Tableau,BI,7
Migrated a large number of teams to a new centralized BI environment.,1,leading multinational,technology, company,leading multinational technology company,"""Big Five"" company",id_18,18,USA,San Francisco Bay Area,EPAM Systems,7/1/2022,11/1/2023,y,Hardware reliability testing analytics,Consultant,7,11,Data transformation and modeling.,8,Tableau,BI,7
Migrated a large number of teams to a new centralized BI environment.,1,leading multinational,technology, company,leading multinational technology company,"""Big Five"" company",id_18,18,USA,San Francisco Bay Area,EPAM Systems,7/1/2022,11/1/2023,y,Hardware reliability testing analytics,Consultant,7,11,Data QA assurance: prioritizing and resolving data QA requests from a large number of teams.,9,Tableau,BI,7
Migrated a large number of teams to a new centralized BI environment.,1,leading multinational,technology, company,leading multinational technology company,"""Big Five"" company",id_18,18,USA,San Francisco Bay Area,EPAM Systems,7/1/2022,11/1/2023,y,Hardware reliability testing analytics,Consultant,7,11,Migration of a large number of analytical dashboards to a new server.,10,Tableau,BI,7
Migrated a large number of teams to a new centralized BI environment.,1,leading multinational,technology, company,leading multinational technology company,"""Big Five"" company",id_18,18,USA,San Francisco Bay Area,EPAM Systems,7/1/2022,11/1/2023,y,Hardware reliability testing analytics,Product Designer,9,12,"New analytical framework implementation: data, tools, processes, communication.",8,Tableau,BI,7
Migrated a large number of teams to a new centralized BI environment.,1,leading multinational,technology, company,leading multinational technology company,"""Big Five"" company",id_18,18,USA,San Francisco Bay Area,EPAM Systems,7/1/2022,11/1/2023,y,Hardware reliability testing analytics,Product Designer,9,12,"Analytical dashboards design, development, enhancement / customization.",8,Tableau,BI,7
Migrated a large number of teams to a new centralized BI environment.,1,leading multinational,technology, company,leading multinational technology company,"""Big Five"" company",id_18,18,USA,San Francisco Bay Area,EPAM Systems,7/1/2022,11/1/2023,y,Hardware reliability testing analytics,Product Designer,9,12,Data transformation and modeling.,8,Tableau,BI,7
Migrated a large number of teams to a new centralized BI environment.,1,leading multinational,technology, company,leading multinational technology company,"""Big Five"" company",id_18,18,USA,San Francisco Bay Area,EPAM Systems,7/1/2022,11/1/2023,y,Hardware reliability testing analytics,Product Designer,9,12,Data QA assurance: prioritizing and resolving data QA requests from a large number of teams.,9,Tableau,BI,7
Migrated a large number of teams to a new centralized BI environment.,1,leading multinational,technology, company,leading multinational technology company,"""Big Five"" company",id_18,18,USA,San Francisco Bay Area,EPAM Systems,7/1/2022,11/1/2023,y,Hardware reliability testing analytics,Product Designer,9,12,Migration of a large number of analytical dashboards to a new server.,10,Tableau,BI,7
Migrated a large number of teams to a new centralized BI environment.,1,leading multinational,technology, company,leading multinational technology company,"""Big Five"" company",id_18,18,USA,San Francisco Bay Area,EPAM Systems,7/1/2022,11/1/2023,y,Hardware reliability testing analytics,BI Developer,10,13,"New analytical framework implementation: data, tools, processes, communication.",8,Tableau,BI,7
Migrated a large number of teams to a new centralized BI environment.,1,leading multinational,technology, company,leading multinational technology company,"""Big Five"" company",id_18,18,USA,San Francisco Bay Area,EPAM Systems,7/1/2022,11/1/2023,y,Hardware reliability testing analytics,BI Developer,10,13,"Analytical dashboards design, development, enhancement / customization.",8,Tableau,BI,7
Migrated a large number of teams to a new centralized BI environment.,1,leading multinational,technology, company,leading multinational technology company,"""Big Five"" company",id_18,18,USA,San Francisco Bay Area,EPAM Systems,7/1/2022,11/1/2023,y,Hardware reliability testing analytics,BI Developer,10,13,Data transformation and modeling.,8,Tableau,BI,7
Migrated a large number of teams to a new centralized BI environment.,1,leading multinational,technology, company,leading multinational technology company,"""Big Five"" company",id_18,18,USA,San Francisco Bay Area,EPAM Systems,7/1/2022,11/1/2023,y,Hardware reliability testing analytics,BI Developer,10,13,Data QA assurance: prioritizing and resolving data QA requests from a large number of teams.,9,Tableau,BI,7
Migrated a large number of teams to a new centralized BI environment.,1,leading multinational,technology, company,leading multinational technology company,"""Big Five"" company",id_18,18,USA,San Francisco Bay Area,EPAM Systems,7/1/2022,11/1/2023,y,Hardware reliability testing analytics,BI Developer,10,13,Migration of a large number of analytical dashboards to a new server.,10,Tableau,BI,7
Migrated a large number of teams to a new centralized BI environment.,1,leading multinational,technology, company,leading multinational technology company,"""Big Five"" company",id_18,18,USA,San Francisco Bay Area,EPAM Systems,7/1/2022,11/1/2023,y,Hardware reliability testing analytics,Data Analyst,12,14,"New analytical framework implementation: data, tools, processes, communication.",8,Tableau,BI,7
